# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Main Wing,0,FPWUKASXED,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
3.773780963119360194e+02, 0.000000000000000000e+00, 2.810251292485729735e+01, 1.000000000000000000e+00, 3.586533649582798411e+00
4.102957052081478082e+02, 0.000000000000000000e+00, 2.109440720082688614e+01, 1.000000000000000000e+00, 3.723464124463156111e+00
4.351182764652463675e+02, 0.000000000000000000e+00, 1.471518549950970467e+01, 1.000000000000000000e+00, 3.827739635619072267e+00
4.530215840385036472e+02, 0.000000000000000000e+00, 9.130591635244863724e+00, 1.000000000000000000e+00, 3.904044169930655173e+00
4.653185599662939467e+02, 0.000000000000000000e+00, 4.005238731147390041e+00, 1.000000000000000000e+00, 3.958266880232111262e+00
4.736842105263157237e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
4.357894736842104635e+02, 1.793150456565141440e+02, 1.568803369457846664e+01, 1.199999999999999956e+00, 0.000000000000000000e+00
4.278251686572835411e+02, 1.793150456565141724e+02, 1.820102657242110666e+01, 1.199999999999999956e+00, 4.173311976788848798e-02
4.161522543503289739e+02, 1.793150456565141440e+02, 2.098037044278232699e+01, 1.199999999999999956e+00, 9.595583006934514658e-02
3.994392190471831441e+02, 1.793150456565141155e+02, 2.340358289372903400e+01, 1.199999999999999956e+00, 1.722603643809275942e-01
3.764219235952365921e+02, 1.793150456565141440e+02, 2.508739158851692252e+01, 1.199999999999999956e+00, 2.765358755368440558e-01
3.461209740892916784e+02, 1.793150456565141155e+02, 2.569659342698051319e+01, 1.199999999999999956e+00, 4.134663504172013671e-01
3.083490818930126807e+02, 1.793150456565141440e+02, 2.489431923185681583e+01, 1.199999999999999956e+00, 5.841612375912467181e-01
2.642553563873860867e+02, 1.793150456565141440e+02, 2.252630698059864756e+01, 1.199999999999999956e+00, 7.836633902842906618e-01
2.165096721566652320e+02, 1.793150456565141440e+02, 1.889170106315633646e+01, 1.199999999999999956e+00, 1.000000000000000000e+00
1.688074111627527714e+02, 1.793150456565141440e+02, 1.472163153944830860e+01, 1.199999999999999956e+00, 1.216336609715709338e+00
1.248122338210014561e+02, 1.793150456565141724e+02, 1.093323394250338332e+01, 1.199999999999999956e+00, 1.415838762408753171e+00
8.712709012180764034e+01, 1.793150456565141724e+02, 8.238388844799199973e+00, 1.199999999999999956e+00, 1.586533649582798633e+00
5.684624658837148559e+01, 1.793150456565141440e+02, 6.966207460080325653e+00, 1.199999999999999956e+00, 1.723464124463156111e+00
3.376827553786028346e+01, 1.793150456565141155e+02, 7.100183723345923958e+00, 1.199999999999999956e+00, 1.827739635619072267e+00
1.693727471818437280e+01, 1.793150456565141440e+02, 8.463639085271658757e+00, 1.199999999999999956e+00, 1.904044169930654951e+00
5.213626209999402406e+00, 1.793150456565141155e+02, 1.107664596070228669e+01, 1.199999999999999956e+00, 1.958266880232111484e+00
1.350947381855037432e-01, 1.793150456565141440e+02, 1.672521262525790320e+01, 1.199999999999999956e+00, 2.000000000000000000e+00
5.004864417212973926e+00, 1.793150456565141440e+02, 2.365615845499159775e+01, 1.199999999999999956e+00, 2.041733119767888294e+00
1.491660810134422377e+01, 1.793150456565141440e+02, 3.083853835162099344e+01, 1.199999999999999956e+00, 2.095955830069344827e+00
3.052070850920423339e+01, 1.793150456565141440e+02, 3.818141629601186082e+01, 1.199999999999999956e+00, 2.172260364380927733e+00
5.298227486176188705e+01, 1.793150456565141440e+02, 4.533174563337776419e+01, 1.199999999999999956e+00, 2.276535875536843889e+00
8.329271075305015870e+01, 1.793150456565141155e+02, 5.162250481139699332e+01, 1.199999999999999956e+00, 2.413466350417201589e+00
1.216162441902481675e+02, 1.793150456565141724e+02, 5.616630987882891191e+01, 1.199999999999999956e+00, 2.584161237591246607e+00
1.666794719490874570e+02, 1.793150456565141440e+02, 5.815114227518435541e+01, 1.199999999999999956e+00, 2.783663390284290440e+00
2.155851594029863634e+02, 1.793150456565141440e+02, 5.719678975630545636e+01, 1.199999999999999956e+00, 3.000000000000000000e+00
2.643648494421227042e+02, 1.793150456565141440e+02, 5.354160756434969670e+01, 1.199999999999999956e+00, 3.216336609715709116e+00
3.091327500749839032e+02, 1.793150456565141440e+02, 4.799011915096444625e+01, 1.199999999999999956e+00, 3.415838762408752949e+00
3.471878486069811629e+02, 1.793150456565141440e+02, 4.154234558544717970e+01, 1.199999999999999956e+00, 3.586533649582798411e+00
3.774720487914960358e+02, 1.793150456565142008e+02, 3.509488831933920494e+01, 1.199999999999999956e+00, 3.723464124463156111e+00
4.003088143480266581e+02, 1.793150456565141440e+02, 2.922600435412740083e+01, 1.199999999999999956e+00, 3.827739635619072267e+00
4.167798573154233850e+02, 1.793150456565141724e+02, 2.408817799900374368e+01, 1.199999999999999956e+00, 3.904044169930655173e+00
4.280930751689904241e+02, 1.793150456565141724e+02, 1.937285332723406484e+01, 1.199999999999999956e+00, 3.958266880232111262e+00
4.357894736842104635e+02, 1.793150456565141440e+02, 1.568803369457846664e+01, 1.199999999999999956e+00, 4.000000000000000000e+00
3.978947368421052033e+02, 3.586300913130282879e+02, 3.137606738915693327e+01, 1.399999999999999911e+00, 0.000000000000000000e+00
3.906229800783892756e+02, 3.586300913130283448e+02, 3.367053914718717778e+01, 1.399999999999999911e+00, 4.173311976788848798e-02
3.799651017981264545e+02, 3.586300913130282879e+02, 3.620820094186480276e+01, 1.399999999999999911e+00, 9.595583006934514658e-02
3.647053739126454275e+02, 3.586300913130282311e+02, 3.842069926664223800e+01, 1.399999999999999911e+00, 1.722603643809275942e-01
3.436895824130421602e+02, 3.586300913130282879e+02, 3.995808981405726001e+01, 1.399999999999999911e+00, 2.765358755368440558e-01
3.160234980815271797e+02, 3.586300913130282311e+02, 4.051431757961097446e+01, 1.399999999999999911e+00, 4.134663504172013671e-01
2.815361182501420103e+02, 3.586300913130282879e+02, 3.978180635797629350e+01, 1.399999999999999911e+00, 5.841612375912467181e-01
2.412766297450046977e+02, 3.586300913130282879e+02, 3.761970821552318966e+01, 1.399999999999999911e+00, 7.836633902842906618e-01
1.976827441430421572e+02, 3.586300913130282879e+02, 3.430115498655411699e+01, 1.399999999999999911e+00, 1.000000000000000000e+00
1.541285058442525440e+02, 3.586300913130282879e+02, 3.049370020403809534e+01, 1.399999999999999911e+00, 1.216336609715709338e+00
1.139589960974361134e+02, 3.586300913130283448e+02, 2.703472848508838311e+01, 1.399999999999999911e+00, 1.415838762408753171e+00
7.955082141556350450e+01, 3.586300913130283448e+02, 2.457421774370630274e+01, 1.399999999999999911e+00, 1.586533649582798633e+00
5.190309471112179551e+01, 3.586300913130282879e+02, 2.341266082722384212e+01, 1.399999999999999911e+00, 1.723464124463156111e+00
3.083190375195938771e+01, 3.586300913130282311e+02, 2.353498698064026229e+01, 1.399999999999999911e+00, 1.827739635619072267e+00
1.546446822095095186e+01, 3.586300913130282879e+02, 2.477988100674637195e+01, 1.399999999999999911e+00, 1.904044169930654951e+00
4.760267409129889771e+00, 3.586300913130282311e+02, 2.716566989300911672e+01, 1.399999999999999911e+00, 1.958266880232111484e+00
1.233473696476338616e-01, 3.586300913130282879e+02, 3.232305684760337527e+01, 1.399999999999999911e+00, 2.000000000000000000e+00
4.569658815716193700e+00, 3.586300913130282879e+02, 3.865131173562109268e+01, 1.399999999999999911e+00, 2.041733119767888294e+00
1.361951174470559423e+01, 3.586300913130282879e+02, 4.520913685863054354e+01, 1.399999999999999911e+00, 2.095955830069344827e+00
2.786673385622995269e+01, 3.586300913130282879e+02, 5.191350367742219873e+01, 1.399999999999999911e+00, 2.172260364380927733e+00
4.837512052595651113e+01, 3.586300913130282879e+02, 5.844206524632151201e+01, 1.399999999999999911e+00, 2.276535875536843889e+00
7.604986633974145604e+01, 3.586300913130282311e+02, 6.418580188712167001e+01, 1.399999999999999911e+00, 2.413466350417201589e+00
1.110409186084874591e+02, 3.586300913130283448e+02, 6.833449347042908073e+01, 1.399999999999999911e+00, 2.584161237591246607e+00
1.521856048230798706e+02, 3.586300913130282879e+02, 7.014673174536231670e+01, 1.399999999999999911e+00, 2.783663390284290440e+00
1.968386238027266870e+02, 3.586300913130282879e+02, 6.927536640203810236e+01, 1.399999999999999911e+00, 3.000000000000000000e+00
2.413766016645468540e+02, 3.586300913130282879e+02, 6.593802613981762306e+01, 1.399999999999999911e+00, 3.216336609715709116e+00
2.822516413728113776e+02, 3.586300913130282879e+02, 6.086927584933543756e+01, 1.399999999999999911e+00, 3.415838762408752949e+00
3.169976009020263064e+02, 3.586300913130282879e+02, 5.498217824603706561e+01, 1.399999999999999911e+00, 3.586533649582798411e+00
3.446483923748442066e+02, 3.586300913130284016e+02, 4.909536943785152374e+01, 1.399999999999999911e+00, 3.723464124463156111e+00
3.654993522308070055e+02, 3.586300913130282879e+02, 4.373682320874509344e+01, 1.399999999999999911e+00, 3.827739635619072267e+00
3.805381305923431228e+02, 3.586300913130283448e+02, 3.904576436276262541e+01, 1.399999999999999911e+00, 3.904044169930655173e+00
3.908675903716869016e+02, 3.586300913130283448e+02, 3.474046792332074318e+01, 1.399999999999999911e+00, 3.958266880232111262e+00
3.978947368421052033e+02, 3.586300913130282879e+02, 3.137606738915693327e+01, 1.399999999999999911e+00, 4.000000000000000000e+00
3.599999999999998863e+02, 5.379451369695426592e+02, 4.706410108373541590e+01, 1.600000000000000089e+00, 0.000000000000000000e+00
3.534207914994950670e+02, 5.379451369695427729e+02, 4.914005172195325599e+01, 1.600000000000000089e+00, 4.173311976788848798e-02
3.437779492459238782e+02, 5.379451369695426592e+02, 5.143603144094729629e+01, 1.600000000000000089e+00, 9.595583006934514658e-02
3.299715287781077677e+02, 5.379451369695425456e+02, 5.343781563955544556e+01, 1.600000000000000089e+00, 1.722603643809275942e-01
3.109572412308476146e+02, 5.379451369695426592e+02, 5.482878803959761882e+01, 1.600000000000000089e+00, 2.765358755368440558e-01
2.859260220737626810e+02, 5.379451369695425456e+02, 5.533204173224144995e+01, 1.600000000000000089e+00, 4.134663504172013671e-01
2.547231546072713400e+02, 5.379451369695426592e+02, 5.466929348409578893e+01, 1.600000000000000089e+00, 5.841612375912467181e-01
2.182979031026232519e+02, 5.379451369695426592e+02, 5.271310945044773888e+01, 1.600000000000000089e+00, 7.836633902842906618e-01
1.788558161294190825e+02, 5.379451369695426592e+02, 4.971060890995191528e+01, 1.600000000000000089e+00, 1.000000000000000000e+00
1.394496005257522881e+02, 5.379451369695426592e+02, 4.626576886862789451e+01, 1.600000000000000089e+00, 1.216336609715709338e+00
1.031057583738707706e+02, 5.379451369695427729e+02, 4.313622302767339534e+01, 1.600000000000000089e+00, 1.415838762408753171e+00
7.197455270931936866e+01, 5.379451369695427729e+02, 4.091004664261342327e+01, 1.600000000000000089e+00, 1.586533649582798633e+00
4.695994283387209123e+01, 5.379451369695426592e+02, 3.985911419436737901e+01, 1.600000000000000089e+00, 1.723464124463156111e+00
2.789553196605849195e+01, 5.379451369695425456e+02, 3.996979023793461749e+01, 1.600000000000000089e+00, 1.827739635619072267e+00
1.399166172371752737e+01, 5.379451369695426592e+02, 4.109612292822109936e+01, 1.600000000000000089e+00, 1.904044169930654951e+00
4.306908608260375360e+00, 5.379451369695425456e+02, 4.325469382531596807e+01, 1.600000000000000089e+00, 1.958266880232111484e+00
1.116000011097639522e-01, 5.379451369695426592e+02, 4.792090106994886867e+01, 1.600000000000000089e+00, 2.000000000000000000e+00
4.134453214219413475e+00, 5.379451369695426592e+02, 5.364646501625061603e+01, 1.600000000000000089e+00, 2.041733119767888294e+00
1.232241538806696823e+01, 5.379451369695426592e+02, 5.957973536564011141e+01, 1.600000000000000089e+00, 2.095955830069344827e+00
2.521275920325567199e+01, 5.379451369695426592e+02, 6.564559105883255086e+01, 1.600000000000000089e+00, 2.172260364380927733e+00
4.376796619015112810e+01, 5.379451369695426592e+02, 7.155238485926527403e+01, 1.600000000000000089e+00, 2.276535875536843889e+00
6.880702192643273918e+01, 5.379451369695425456e+02, 7.674909896284637512e+01, 1.600000000000000089e+00, 2.413466350417201589e+00
1.004655930267267365e+02, 5.379451369695427729e+02, 8.050267706202926377e+01, 1.600000000000000089e+00, 2.584161237591246607e+00
1.376917376970722557e+02, 5.379451369695426592e+02, 8.214232121554029220e+01, 1.600000000000000089e+00, 2.783663390284290440e+00
1.780920882024669822e+02, 5.379451369695426592e+02, 8.135394304777076968e+01, 1.600000000000000089e+00, 3.000000000000000000e+00
2.183883538869709469e+02, 5.379451369695426592e+02, 7.833444471528557074e+01, 1.600000000000000089e+00, 3.216336609715709116e+00
2.553705326706388519e+02, 5.379451369695426592e+02, 7.374843254770644307e+01, 1.600000000000000089e+00, 3.415838762408752949e+00
2.868073531970713930e+02, 5.379451369695426592e+02, 6.842201090662695151e+01, 1.600000000000000089e+00, 3.586533649582798411e+00
3.118247359581923206e+02, 5.379451369695427729e+02, 6.309585055636385675e+01, 1.600000000000000089e+00, 3.723464124463156111e+00
3.306898901135872393e+02, 5.379451369695426592e+02, 5.824764206336280381e+01, 1.600000000000000089e+00, 3.827739635619072267e+00
3.442964038692628037e+02, 5.379451369695427729e+02, 5.400335072652151780e+01, 1.600000000000000089e+00, 3.904044169930655173e+00
3.536421055743833790e+02, 5.379451369695427729e+02, 5.010808251940743219e+01, 1.600000000000000089e+00, 3.958266880232111262e+00
3.599999999999998863e+02, 5.379451369695426592e+02, 4.706410108373541590e+01, 1.600000000000000089e+00, 4.000000000000000000e+00
3.221052631578946830e+02, 7.172601826260568032e+02, 6.275213477831388786e+01, 1.800000000000000044e+00, 0.000000000000000000e+00
3.162186029206008584e+02, 7.172601826260569169e+02, 6.460956429671932710e+01, 1.800000000000000044e+00, 4.173311976788848798e-02
3.075907966937213587e+02, 7.172601826260568032e+02, 6.666386194002977561e+01, 1.800000000000000044e+00, 9.595583006934514658e-02
2.952376836435701080e+02, 7.172601826260566895e+02, 6.845493201246866022e+01, 1.800000000000000044e+00, 1.722603643809275942e-01
2.782249000486531259e+02, 7.172601826260568032e+02, 6.969948626513794920e+01, 1.800000000000000044e+00, 2.765358755368440558e-01
2.558285460659981823e+02, 7.172601826260566895e+02, 7.014976588487191123e+01, 1.800000000000000044e+00, 4.134663504172013671e-01
2.279101909644006696e+02, 7.172601826260568032e+02, 6.955678061021527014e+01, 1.800000000000000044e+00, 5.841612375912467181e-01
1.953191764602418630e+02, 7.172601826260568032e+02, 6.780651068537227388e+01, 1.800000000000000044e+00, 7.836633902842906618e-01
1.600288881157960077e+02, 7.172601826260568032e+02, 6.512006283334969226e+01, 1.800000000000000044e+00, 1.000000000000000000e+00
1.247706952072520608e+02, 7.172601826260568032e+02, 6.203783753321767591e+01, 1.800000000000000044e+00, 1.216336609715709338e+00
9.225252065030542781e+01, 7.172601826260569169e+02, 5.923771757025840401e+01, 1.800000000000000044e+00, 1.415838762408753171e+00
6.439828400307521861e+01, 7.172601826260569169e+02, 5.724587554152052604e+01, 1.800000000000000044e+00, 1.586533649582798633e+00
4.201679095662240115e+01, 7.172601826260568032e+02, 5.630556756151089814e+01, 1.800000000000000044e+00, 1.723464124463156111e+00
2.495916018015759619e+01, 7.172601826260566895e+02, 5.640459349522896559e+01, 1.800000000000000044e+00, 1.827739635619072267e+00
1.251885522648410287e+01, 7.172601826260568032e+02, 5.741236484969580545e+01, 1.800000000000000044e+00, 1.904044169930654951e+00
3.853549807390862281e+00, 7.172601826260566895e+02, 5.934371775762279810e+01, 1.800000000000000044e+00, 1.958266880232111484e+00
9.985263257189407049e-02, 7.172601826260568032e+02, 6.351874529229434074e+01, 1.800000000000000044e+00, 2.000000000000000000e+00
3.699247612722633249e+00, 7.172601826260568032e+02, 6.864161829688011096e+01, 1.800000000000000044e+00, 2.041733119767888294e+00
1.102531903142833869e+01, 7.172601826260568032e+02, 7.395033387264965086e+01, 1.800000000000000044e+00, 2.095955830069344827e+00
2.255878455028139129e+01, 7.172601826260568032e+02, 7.937767844024288877e+01, 1.800000000000000044e+00, 2.172260364380927733e+00
3.916081185434574508e+01, 7.172601826260568032e+02, 8.466270447220901474e+01, 1.800000000000000044e+00, 2.276535875536843889e+00
6.156417751312403652e+01, 7.172601826260565758e+02, 8.931239603857106601e+01, 1.800000000000000044e+00, 2.413466350417201589e+00
8.989026744496602817e+01, 7.172601826260569169e+02, 9.267086065362943259e+01, 1.800000000000000044e+00, 2.584161237591246607e+00
1.231978705710646551e+02, 7.172601826260568032e+02, 9.413791068571823928e+01, 1.800000000000000044e+00, 2.783663390284290440e+00
1.593455526022072775e+02, 7.172601826260568032e+02, 9.343251969350340858e+01, 1.800000000000000044e+00, 3.000000000000000000e+00
1.954001061093950682e+02, 7.172601826260568032e+02, 9.073086329075348999e+01, 1.800000000000000044e+00, 3.216336609715709116e+00
2.284894239684663262e+02, 7.172601826260568032e+02, 8.662758924607743438e+01, 1.800000000000000044e+00, 3.415838762408752949e+00
2.566171054921164796e+02, 7.172601826260568032e+02, 8.186184356721683741e+01, 1.800000000000000044e+00, 3.586533649582798411e+00
2.790010795415405482e+02, 7.172601826260570306e+02, 7.709633167487616845e+01, 1.800000000000000044e+00, 3.723464124463156111e+00
2.958804279963675867e+02, 7.172601826260568032e+02, 7.275846091798049997e+01, 1.800000000000000044e+00, 3.827739635619072267e+00
3.080546771461824846e+02, 7.172601826260569169e+02, 6.896093709028039598e+01, 1.800000000000000044e+00, 3.904044169930655173e+00
3.164166207770799133e+02, 7.172601826260569169e+02, 6.547569711549409988e+01, 1.800000000000000044e+00, 3.958266880232111262e+00
3.221052631578946830e+02, 7.172601826260568032e+02, 6.275213477831388786e+01, 1.800000000000000044e+00, 4.000000000000000000e+00
2.842105263157894228e+02, 8.965752282825709472e+02, 7.844016847289235272e+01, 2.000000000000000000e+00, 0.000000000000000000e+00
2.790164143417066498e+02, 8.965752282825710608e+02, 8.007907687148539821e+01, 2.000000000000000000e+00, 4.173311976788848798e-02
2.714036441415188392e+02, 8.965752282825709472e+02, 8.189169243911224783e+01, 2.000000000000000000e+00, 9.595583006934514658e-02
2.605038385090324482e+02, 8.965752282825708335e+02, 8.347204838538185356e+01, 2.000000000000000000e+00, 1.722603643809275942e-01
2.454925588664586940e+02, 8.965752282825709472e+02, 8.457018449067830090e+01, 2.000000000000000000e+00, 2.765358755368440558e-01
2.257310700582336835e+02, 8.965752282825708335e+02, 8.496749003750237250e+01, 2.000000000000000000e+00, 4.134663504172013671e-01
2.010972273215300277e+02, 8.965752282825709472e+02, 8.444426773633475136e+01, 2.000000000000000000e+00, 5.841612375912467181e-01
1.723404498178604456e+02, 8.965752282825709472e+02, 8.289991192029681599e+01, 2.000000000000000000e+00, 7.836633902842906618e-01
1.412019601021729613e+02, 8.965752282825709472e+02, 8.052951675674748344e+01, 2.000000000000000000e+00, 1.000000000000000000e+00
1.100917898887518191e+02, 8.965752282825709472e+02, 7.780990619780746442e+01, 2.000000000000000000e+00, 1.216336609715709338e+00
8.139928292674008503e+01, 8.965752282825710608e+02, 7.533921211284339847e+01, 2.000000000000000000e+00, 1.415838762408753171e+00
5.682201529683107566e+01, 8.965752282825710608e+02, 7.358170444042762881e+01, 2.000000000000000000e+00, 1.586533649582798633e+00
3.707363907937271108e+01, 8.965752282825709472e+02, 7.275202092865441728e+01, 2.000000000000000000e+00, 1.723464124463156111e+00
2.202278839425670043e+01, 8.965752282825708335e+02, 7.283939675252329948e+01, 2.000000000000000000e+00, 1.827739635619072267e+00
1.104604872925068015e+01, 8.965752282825709472e+02, 7.372860677117051864e+01, 2.000000000000000000e+00, 1.904044169930654951e+00
3.400191006521349202e+00, 8.965752282825708335e+02, 7.543274168992962814e+01, 2.000000000000000000e+00, 1.958266880232111484e+00
8.810526403402417495e-02, 8.965752282825709472e+02, 7.911658951463981282e+01, 2.000000000000000000e+00, 2.000000000000000000e+00
3.264042011225853024e+00, 8.965752282825709472e+02, 8.363677157750960589e+01, 2.000000000000000000e+00, 2.041733119767888294e+00
9.728222674789712698e+00, 8.965752282825709472e+02, 8.832093237965921162e+01, 2.000000000000000000e+00, 2.095955830069344827e+00
1.990480989730711059e+01, 8.965752282825709472e+02, 9.310976582165324089e+01, 2.000000000000000000e+00, 2.172260364380927733e+00
3.455365751854036205e+01, 8.965752282825709472e+02, 9.777302408515276966e+01, 2.000000000000000000e+00, 2.276535875536843889e+00
5.432133309981532676e+01, 8.965752282825707198e+02, 1.018756931142957427e+02, 2.000000000000000000e+00, 2.413466350417201589e+00
7.931494186320531981e+01, 8.965752282825710608e+02, 1.048390442452295872e+02, 2.000000000000000000e+00, 2.584161237591246607e+00
1.087040034450570545e+02, 8.965752282825709472e+02, 1.061335001558962006e+02, 2.000000000000000000e+00, 2.783663390284290440e+00
1.405990170019476011e+02, 8.965752282825709472e+02, 1.055110963392360475e+02, 2.000000000000000000e+00, 3.000000000000000000e+00
1.724118583318191895e+02, 8.965752282825709472e+02, 1.031272818662214092e+02, 2.000000000000000000e+00, 3.216336609715709116e+00
2.016083152662938005e+02, 8.965752282825709472e+02, 9.950674594444842569e+01, 2.000000000000000000e+00, 3.415838762408752949e+00
2.264268577871616230e+02, 8.965752282825709472e+02, 9.530167622780672332e+01, 2.000000000000000000e+00, 3.586533649582798411e+00
2.461774231248886906e+02, 8.965752282825711745e+02, 9.109681279338849436e+01, 2.000000000000000000e+00, 3.723464124463156111e+00
2.610709658791478773e+02, 8.965752282825709472e+02, 8.726927977259819613e+01, 2.000000000000000000e+00, 3.827739635619072267e+00
2.718129504231022224e+02, 8.965752282825710608e+02, 8.391852345403927416e+01, 2.000000000000000000e+00, 3.904044169930655173e+00
2.791911359797763907e+02, 8.965752282825710608e+02, 8.084331171158078178e+01, 2.000000000000000000e+00, 3.958266880232111262e+00
2.842105263157894228e+02, 8.965752282825709472e+02, 7.844016847289235272e+01, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
-3.008488394905783347e-01, 1.983888601504882679e-02, -9.534654657505189368e-01, 1.562942691449561835e+03
-2.314778656023410430e-01, 3.584562929964380668e-02, -9.721795557387005182e-01, 2.246637223276261921e+03
-1.432717925121999025e-01, 5.500285775913656833e-02, -9.881537730073540748e-01, 3.164688246750251892e+03
-7.278407919832409478e-02, 6.922505998220065959e-02, -9.949423947574618232e-01, 4.328690076778965704e+03
-2.003816073006033441e-02, 7.899690792488001101e-02, -9.966734473501661640e-01, 5.688574972769523811e+03
2.115676786642658319e-02, 8.586250282359646213e-02, -9.960823368488740392e-01, 7.095346995512630201e+03
5.340648264423532993e-02, 9.055001286997321763e-02, -9.944588693258351597e-01, 8.296408074876631872e+03
7.557394171568077024e-02, 9.324859759572638740e-02, -9.927705064011447256e-01, 8.998816413729782653e+03
